,rxn,real_molrank,energy_molrank,max_rate
499,s15 + s27 = s11 + s47,6.35465023994358e-29,4.626593511837101e-50,2.19352214184823e-79
500,s27 + s43 = s31 + s49,1.3971171910915754e-25,5.612208823363011e-32,4.0464729459046283e-56
501,s3 + s46 = s11 + s2,9.262504914756674e-51,3.660205336101587e-55,3.4603958529666504e-64
502,s38 + s45 = s23 + s29,6.924360843477656e-32,2.55066022481288e-35,1.2331367638367771e-59
503,s46 + s9 = s11 + s49,3.038445296537631e-41,6.657635661670667e-54,2.473342431681353e-53
504,s45 + s49 = s23 + s4,1.0869895412639056e-29,2.7736413976143746e-30,1.110725165335254e-50
505,s39 + s49 = s19 + s23,2.9305702429065466e-17,3.8917531583896e-30,1.6017985643755348e-39
506,s45 + s6 = s23 + s9,1.8048986505198136e-48,1.0387485644705076e-63,3.554953361681619e-56
507,s12 + s45 = s11 + s48,1.1885936029505313e-94,4.42747655694805e-107,3.7498295068727576e-109
508,s13 + s9 = s19 + s44,6.0502390434509065e-46,9.397719258197852e-55,2.3729745605711912e-63
509,s20 + s9 = s31 + s4,0.53873708719967,9.506062264791897e-30,2.9352373572293825e-15
510,s37 + s6 = s47 + s8,3.2016470242016714e-30,1.255210752743617e-54,1.3350171557859987e-31
511,s15 + s16 = s29 + s4,1.7034457533977254e-11,5.024934821882945e-26,1.0199921736543774e-40
512,s2 + s6 = s20 + s4,1.629198835628372e-28,4.035308476813678e-46,3.232172250063233e-17
513,s25 + s27 = s32 + s48,9.38320769398315e-44,8.046767768608106e-43,3.3032276013782304e-86
514,s1 + s46 = s25 + s48,4.6291199872899914e-51,1.294601931094303e-58,2.606839888109618e-70
515,s20 + s26 = s16 + s32,1.3446264129695457e-13,3.5755110246191806e-30,4.37992425550839e-29
516,s15 + s45 = s14 + s49,1.0052097632214186e-37,6.448798638227771e-41,3.979676794372985e-83
517,s11 + s20 = s43 + s8,2.3723026885893826e-14,9.61380768722999e-30,3.5994990071694165e-35
518,s20 + s27 = s48 + s8,1.0466135171531387e-32,2.5656217097177906e-42,2.7065986360797293e-61
519,s33 + s34 = s19 + s7,8.49598608848322e-54,4.151647586714193e-72,3.2530066720203016e-60
520,s15 + s9 = s47 + s48,5.8716985002698086e-40,2.1697788816358835e-52,2.400310893077222e-75
521,s1 + s32 = s18 + s24,3.0894608443279547e-29,1.489732343992727e-31,6.0484215017171725e-58
522,s25 + s46 = s17 + s29,3.352005553460853e-24,5.841285369052089e-27,1.0597545374308018e-51
523,s27 + s39 = s29 + s4,1.8238833219948257e-21,1.3054709822759982e-30,4.989015789024789e-60
524,s12 + s27 = s43 + s7,5.823866329043832e-69,3.3337680146588862e-74,3.499708939106796e-88
525,s27 + s3 = s17 + s43,1.3505583992591694e-37,2.8032252692841432e-30,1.6232693684857028e-66
526,s15 + s9 = s11 + s18,5.448863440193119e-20,8.932820751009936e-41,2.2274587616828046e-55
527,s23 + s26 = s11 + s43,1.735576639704359e-21,5.6357939687037095e-37,2.3293123136582665e-45
528,s20 + s46 = s23 + s33,1.0496657493212837e-26,8.052888115496582e-31,6.208487642048414e-40
529,s3 + s6 = s38 + s39,4.026194659396879e-72,1.388568483736207e-80,1.7969478494527805e-80
530,s20 + s46 = s19 + s47,3.7266145878154094e-24,4.43331584355504e-31,2.2041912513664014e-37
531,s3 + s43 = s10 + s16,1.933337730384721e-29,4.094270092949229e-27,3.2902923042370026e-48
532,s15 + s29 = s18 + s35,231027.32174911213,1.0049869413424629e-25,2.8166208702136046e-30
533,s20 + s9 = s18 + s47,1.459729145229693e-19,9.506062264791897e-30,7.953140075776344e-34
534,s11 + s15 = s18 + s29,8.007139346721447e-24,9.034068830243131e-41,9.5423897698845e-66
535,s12 + s29 = s1 + s33,5.729462533562768e-51,6.205145057428799e-60,5.639944172531611e-55
536,s13 + s20 = s2 + s22,1.2344489536328974e-27,5.673631189552152e-34,2.049834254634148e-43
537,s22 + s35 = s2 + s25,1.1476706399381482e-07,1.4635466131598051e-15,8.975217853078215e-34
538,s3 + s32 = s2 + s43,1.6946361645730845e-26,4.454781363024533e-28,2.311026755079978e-49
539,s20 + s6 = s16 + s19,0.6064350122883159,3.7160942530804906e-24,4.507876422966916e-09
540,s26 + s39 = s33 + s44,1.6912458803828416e-12,4.742425236812721e-31,2.5458892672812224e-38
541,s24 + s40 = s23 + s32,3.710390039483425e-21,8.755467696973795e-41,5.6466343236119564e-49
542,s20 + s24 = s19 + s44,6.684707158916697e-27,3.1756762316561543e-39,3.293960941325874e-43
543,s20 + s40 = s1 + s19,2.2427123959795033e-24,1.4679647949359968e-44,1.709666308441543e-51
544,s1 + s8 = s3 + s38,1.0068005659288214e-18,3.734537973399171e-26,1.0849467753831698e-33
545,s25 + s46 = s3 + s4,7.082839815048512e-27,5.841285369052089e-27,2.2392778031478473e-54
546,s20 + s46 = s11 + s32,1.338866756971429e-23,1.3097110818551317e-42,7.919033006822726e-37
547,s27 + s43 = s23 + s4,1.518734487326839e-30,1.6064335189181238e-37,4.398713332114153e-61
548,s28 + s46 = s2 + s31,0.2777192336385113,2.9407373625430874e-16,1.1998851837180586e-07
549,s43 + s49 = s18 + s19,7.330618111053444e-18,2.2884649251595363e-27,1.475129302589632e-32
550,s26 + s9 = s24 + s25,1.0825613304739982e-29,3.809267867521789e-55,2.615538601491223e-44
551,s25 + s27 = s18 + s48,3.711175082098952e-37,3.7221513096849445e-36,1.3064675071188284e-79
552,s12 + s39 = s10 + s16,7.740256849724961e-12,9.613812355315105e-30,9.987082227694771e-27
553,s12 + s46 = s20 + s48,2.0662732112329171e-78,1.2291953357145553e-101,4.5727166307827896e-82
554,s2 + s20 = s35 + s9,6.92365597485576e-11,8.015845082417228e-27,1.1098965713623058e-06
555,s15 + s40 = s23 + s29,1.8356663807846115e-29,7.474342010459116e-51,5.668860546759945e-78
556,s27 + s38 = s45 + s47,5.450736721779141e-21,1.522909532010739e-32,4.0167146555021485e-52
557,s47 + s8 = s29 + s42,1.8662292798808692e-06,1.3595725826821206e-21,1.4735340086111813e-11
558,s32 + s49 = s3 + s8,2.26022543329896e-23,2.4899702919190034e-28,1.7673865485862506e-42
559,s27 + s46 = s11 + s44,1.0261988960436136e-55,3.380193465041932e-82,1.7090848328398747e-81
560,s1 + s46 = s38 + s8,4.915441578432706e-13,1.0246078820386633e-30,2.768078859375688e-32
561,s5 + s9 = s29 + s43,3.992434383639131e-23,6.439585009575e-39,4.571092041491862e-50
562,s40 + s8 = s18 + s29,2.844786692296261e-17,4.2959916095925275e-33,6.570142464380203e-37
563,s41 + s9 = s32 + s39,1.2617889910392143e-37,5.530539422317085e-46,1.3061084024107922e-59
564,s17 + s45 = s16 + s33,1.998455116011919e-24,5.2902289585931155e-30,6.597769235430011e-37
565,s24 + s3 = s43 + s44,2.1231865215443686e-49,8.042873368918719e-44,6.688100343145977e-66
566,s27 + s32 = s45 + s8,2.681736461120744e-25,8.352492644149716e-29,1.4447046374030182e-60
567,s35 + s41 = s11 + s32,5.4489986650597895e-30,3.2541961168011996e-42,5.430806391255434e-50
568,s20 + s9 = s38 + s46,8.56907999652e-21,9.506062264791897e-30,4.66874925088468e-35
569,s38 + s9 = s29 + s8,4.1027649839454844e-10,2.3765860113854653e-30,8.919887871452838e-29
570,s1 + s3 = s19 + s29,1.5831474515746513e-25,4.9997713605594354e-33,4.2257509936248783e-47
571,s27 + s9 = s15 + s44,3.609511228147503e-55,4.7143206231678765e-67,9.691529451806727e-83
572,s21 + s27 = s25 + s39,1.262566622424671e-81,1.02004942088754e-84,1.2946017108419176e-107
573,s12 + s46 = s18 + s44,2.316801490924442e-68,9.446043583827482e-76,5.127142262784898e-72
574,s12 + s28 = s18 + s5,4.7971169219787306e-33,4.96563713186134e-56,7.932252328488887e-32
575,s3 + s32 = s20 + s43,3.8049001954415066e-41,1.2936206305941084e-38,5.1888578421135974e-64
576,s27 + s3 = s46 + s8,1.1651925562785966e-26,2.8032252692841432e-30,1.4004736011653497e-55
577,s27 + s9 = s2 + s47,5.012963728738212e-23,1.2887896804628632e-30,1.3459796229208429e-50
578,s20 + s45 = s1 + s28,9.654407671260017e-21,1.1889915503071095e-30,5.3530359436126797e-45
579,s20 + s36 = s21 + s33,3.779158879716039e-18,6.825932398475457e-39,8.710899864983002e-45
580,s35 + s6 = s19 + s44,9.169338725926508e-50,6.074044886673817e-66,1.340377959367511e-52
581,s28 + s3 = s29 + s8,0.009689375370556197,7.31230264699019e-21,1.266271895050948e-11
582,s27 + s8 = s4 + s44,4.939281140566015e-37,3.0936775713071404e-44,1.421843685648086e-56
583,s13 + s46 = s2 + s38,1.4444581251311258e-23,4.3335419524552274e-36,4.844138510542556e-36
584,s1 + s20 = s19 + s8,0.6035165410361865,6.914462998276633e-33,3.7994024254121435e-22
585,s1 + s6 = s3 + s45,1.3999213303427793,2.2039567201023297e-21,8.33171234858661e-15
586,s38 + s48 = s19 + s32,1.7491308815398216e-24,4.342047352101637e-32,1.1081774246740994e-58
587,s18 + s36 = s2 + s23,1.1042158952078128e-38,1.2343146074462116e-53,6.560476819443142e-53
588,s15 + s48 = s10 + s2,1.563120355063886e-21,1.6320356386390563e-42,5.19962175308317e-72
589,s12 + s27 = s11 + s33,5.078905533766759e-68,4.059275286657224e-71,3.052043109018398e-87
590,s20 + s41 = s29 + s45,3.7972574618304576e-16,9.055677415123636e-30,2.755481118411103e-39
591,s26 + s6 = s38 + s4,1.3130242321225538e-28,1.2158182517331634e-45,9.553803251864191e-35
592,s3 + s8 = s20 + s23,5.2954213937225136e-46,4.17117271603655e-61,6.07553248190184e-55
593,s3 + s9 = s11 + s40,1.7122803777012654e-65,2.53407385037148e-63,4.850027173767523e-80
594,s27 + s3 = s32 + s46,3.654776648900469e-17,2.8032252692841432e-30,4.392765974482297e-46
595,s20 + s40 = s23 + s48,4.2766593171433707e-38,4.6537666710130856e-63,3.260186353056328e-65
596,s27 + s6 = s19 + s47,8.12693411743398e-43,1.1036079503948797e-52,6.18006296562638e-63
597,s50 + s6 = s15 + s4,3.029826593322567e-35,1.821218675262597e-41,2.2024796008538502e-27
598,s26 + s27 = s32 + s44,8.026428572361398e-49,3.6326913551820796e-60,2.1671777623932792e-75
599,s21 + s38 = s14 + s17,2.894015398651091e-29,2.5643760768213776e-36,2.7196426611244573e-46
600,s25 + s35 = s1 + s20,1.3260167116018776e-37,2.956670749704208e-42,2.7534670043109087e-63
601,s27 + s39 = s33 + s8,5.751082275735507e-23,1.3054709822759982e-30,1.57314011985392e-61
602,s15 + s23 = s25 + s29,2.4509114271436235e-28,3.261923150848064e-40,1.5611034250230863e-72
603,s20 + s41 = s18 + s44,8.690648796991753e-26,1.2251400326193536e-35,6.306372140305018e-49
604,s12 + s50 = s23 + s7,7.715292997170653e-88,3.2470029742602647e-88,8.632699760438617e-75
605,s26 + s9 = s25 + s8,1.4761456341763445e-29,1.2246586687479943e-37,3.566463884240603e-44
606,s13 + s46 = s45 + s8,3.452572225017648e-23,1.7823652107125811e-31,1.1578555158266939e-35
607,s20 + s27 = s17 + s29,5.799751719426339e-19,3.8767367550444295e-30,1.4998468714697048e-47
608,s22 + s40 = s19 + s4,3.1210583585803482e-27,2.1769532487455472e-40,4.488439248512926e-71
609,s26 + s27 = s17 + s4,8.352158927898119e-18,4.847518964795332e-31,2.2551266647838673e-44
610,s27 + s43 = s18 + s35,5.752377094338137e-22,7.676552011814698e-28,1.6660619764255014e-52
611,s3 + s49 = s1 + s6,1.3967766055955544e-31,8.356724081598666e-30,3.2691071135072034e-44
612,s27 + s46 = s25 + s29,3.880353195357486e-39,2.90287206818488e-47,6.462541343413576e-65
613,s22 + s28 = s11 + s33,1.8030338545545382e-11,4.220856179051685e-23,5.7575315291552106e-37
614,s20 + s49 = s14 + s30,3.4291897527409275e-11,1.1556980366109358e-29,1.511441375754682e-23
615,s13 + s24 = s19 + s32,3.649784106019768e-36,3.7299190678141586e-31,4.620781004493877e-53
616,s22 + s9 = s45 + s49,6.93817841171302e-28,2.6017451605988548e-30,4.078586496835319e-59
617,s41 + s42 = s2 + s20,2.2956472602593108e-30,2.4675328115127522e-43,3.071565001665754e-52
618,s25 + s6 = s15 + s45,4.213368602487068e-41,1.1263383705645872e-50,2.4281537780330332e-63
619,s15 + s20 = s11 + s29,2.024928520089488e-32,2.6870322641958557e-40,5.15750501583685e-69
620,s29 + s3 = s46 + s7,2.528764991778239e-42,3.2529907176449406e-41,2.117051592117633e-56
621,s15 + s38 = s11 + s47,5.555613959580037e-25,7.605163219539434e-45,1.2883109958031366e-66
622,s3 + s39 = s2 + s20,5.905441049733754e-29,6.962697304361978e-30,4.5379140510030476e-54
623,s12 + s15 = s32 + s40,6.905653409429856e-40,6.473260016930657e-58,1.2072771756199178e-66
624,s20 + s41 = s19 + s2,1.0157712869787931e-23,9.055677415123636e-30,7.370947664278179e-47
625,s1 + s41 = s19 + s32,5.332439690924076e-22,2.1897497427473894e-33,4.1766992757744303e-51
626,s20 + s43 = s25 + s33,1.056175072916992e-21,3.2798270434075265e-32,2.993186694570586e-40
627,s38 + s8 = s4 + s45,8.990905968383828e-06,3.8611459776354234e-23,2.994879278325061e-16
628,s27 + s46 = s18 + s4,2.2618744485797353e-19,5.744676103983103e-28,3.7670429472878585e-45
629,s3 + s32 = s18 + s19,1.3315003231225987e-14,2.5819212105558547e-29,1.8158073900831437e-37
630,s25 + s35 = s20 + s34,4.142242691411486e-16,7.371684335480001e-15,8.601346027435233e-42
631,s27 + s33 = s4 + s47,2.7114735248687254e-12,3.133315322502079e-27,1.5735277841005129e-27
632,s12 + s15 = s29 + s47,8.973822098544163e-29,4.582578316858836e-52,1.568843664069794e-55
633,s27 + s9 = s11 + s2,1.0791259989896665e-27,1.11412199572592e-39,2.8974508570198376e-55
634,s22 + s29 = s23 + s32,0.04218442278653515,2.9270932261874615e-15,8.859547501720696e-32
635,s15 + s49 = s11 + s20,3.6776920405661037e-34,1.1953105929384552e-51,2.5275789085492043e-68
636,s45 + s46 = s39 + s7,6.581272528481756e-75,5.23810792141633e-83,6.072249058751125e-97
637,s20 + s27 = s11 + s25,1.708806816338243e-36,1.6748711806966232e-56,4.419065990094702e-65
638,s23 + s42 = s26 + s38,4.71546649827753e-20,3.3857785326594312e-28,9.214084635846603e-42
639,s27 + s28 = s3 + s44,2.402406892597276e-32,2.3171846183905814e-46,5.521897238007623e-54
640,s17 + s37 = s19 + s4,1.2192878747413207e-25,3.886031313934184e-33,7.367003389250412e-23
641,s3 + s39 = s42 + s48,8.757741283987796e-17,5.256196848351838e-31,6.729705180860192e-42
642,s37 + s48 = s21 + s29,7.183697306664486e-12,1.1855229200247062e-31,2.179611925958681e-36
643,s23 + s40 = s18 + s29,3.730712621177613e-35,9.655746280597953e-40,4.399981398279084e-70
644,s22 + s6 = s18 + s3,3.3288876781859317e-07,1.463546613159788e-15,2.2512834969159244e-30
645,s12 + s9 = s16 + s44,8.316079099772966e-52,4.435893986359319e-62,2.6749896590307913e-56
646,s46 + s9 = s4 + s43,1.5084283618030767e-16,1.4086395901002995e-27,1.2278844962752926e-28
647,s26 + s45 = s7 + s8,5.602495010965309e-38,3.454543195046689e-53,5.6096829111044935e-61
648,s19 + s48 = s23 + s28,1.701860645091955e-07,3.784472939042864e-31,6.365855203010614e-18
649,s13 + s23 = s20 + s31,2.46864210570355e-22,4.1134469810705915e-30,1.713340399481257e-48
650,s11 + s27 = s18 + s29,6.459935819425917e-16,1.3033973260565213e-30,2.7292304389029774e-50
651,s15 + s6 = s34 + s4,5.20038015692487e-22,5.024934706939115e-26,9.293158210729962e-52
652,s15 + s6 = s10 + s38,2.6701392206681178e-22,5.3723972458047824e-42,4.7715792833532474e-52
653,s19 + s37 = s23 + s29,1.804250729695528e-32,9.01999224270105e-53,5.612775800699446e-24
654,s3 + s49 = s11 + s48,4.301230933233969e-84,8.25846527094811e-85,1.006688155023689e-96
655,s1 + s9 = s32 + s48,4.1418846019226805e-17,2.298657123552642e-33,4.157713378042077e-37
656,s11 + s13 = s15 + s35,1.1452356597740137e-13,1.1392409151909679e-30,9.771971651454543e-35
657,s11 + s27 = s4 + s48,3.1329925326978314e-36,1.3033973260565213e-30,1.323644510427123e-70
658,s23 + s45 = s11 + s32,4.0468474892914354e-23,2.2688876694448392e-31,4.668059222578735e-55
659,s29 + s46 = s11 + s18,8.064938502905251e-10,3.7126903007678376e-33,2.5464678268899343e-21
660,s12 + s15 = s29 + s38,2.078843006258612e-32,1.1440970876548375e-52,3.6343262025371835e-59
661,s20 + s9 = s2 + s31,3.493418276357071e-05,9.506062264791897e-30,1.903342478701629e-19
662,s15 + s26 = s29 + s45,5.202328872102782e-28,3.359897945806504e-41,1.084620286302025e-65
663,s26 + s39 = s19 + s35,1.3682814940890171e-06,1.2040347808951932e-30,2.0597201216136577e-32
664,s15 + s32 = s18 + s4,2.3601882994541155e-17,5.789254891265276e-39,1.3908694606283986e-61
665,s32 + s37 = s19 + s2,9.748106671708053e-24,3.455519645484277e-41,1.913064672595942e-40
666,s28 + s45 = s10 + s20,1.5751220864730648e-22,3.3862013626005917e-32,6.169459126272704e-40
667,s1 + s41 = s32 + s4,1.4668328717248743e-21,2.1897497427473894e-33,1.1489149710296537e-50
668,s32 + s49 = s4 + s5,2.395191032685987e-22,2.7530288467988213e-29,1.872923094350339e-41
669,s31 + s46 = s41 + s43,1.664815653361776e-12,2.4886234806170138e-30,2.742847392310281e-09
670,s45 + s49 = s24 + s33,1.0762324522059666e-27,2.7736413976143746e-30,1.0997331832886629e-48
671,s17 + s26 = s18 + s46,2.173893230371967e-14,2.7562698741215204e-30,2.543520534261729e-16
672,s24 + s25 = s20 + s47,1.8154469285628124e-29,4.33913874058218e-30,3.6095073551189943e-60
673,s15 + s46 = s4 + s44,2.2333185449007964e-17,7.943857768460758e-40,3.855624889580728e-52
674,s1 + s6 = s25 + s38,1.2839695513171576e-22,1.0044582128015286e-43,7.641618663885193e-37
675,s15 + s6 = s18 + s48,2.232976566455474e-40,3.872953764259238e-59,3.990362990153814e-70
676,s12 + s27 = s42 + s46,6.976195238626007e-38,2.9261031795390095e-39,4.1921725977495314e-57
677,s15 + s17 = s31 + s38,1.2884711796493214e-34,2.0713643531233107e-40,4.2035837336037905e-62
678,s12 + s15 = s35 + s5,5.4719611623786706e-45,8.032466789230084e-56,9.56632692888626e-72
679,s22 + s9 = s20 + s37,1.3332024862876007e-31,2.6017451605988548e-30,7.837189151752233e-63
680,s20 + s8 = s23 + s6,7.922965862779272e-07,1.5444126112421157e-22,2.463354825321247e-15
681,s20 + s7 = s26 + s9,8.074818784828909e-27,6.421048444078787e-30,1.6478440927648087e-46
682,s20 + s9 = s18 + s8,4.4457184396469467e-17,9.506062264791897e-30,2.4221905552492347e-31
683,s20 + s27 = s17 + s32,1.0316506975581687e-16,3.8767367550444295e-30,2.667903982853951e-45
684,s26 + s43 = s27 + s32,4.5050559844842964e-35,1.6818575691252314e-40,1.2524768648354015e-51
685,s2 + s45 = s1 + s23,2.1350693252626157e-60,3.302207630243725e-70,5.373411170222785e-65
686,s36 + s9 = s3 + s47,1.0567748959259252e-20,2.2692258439382914e-39,5.910866526136112e-48
687,s19 + s38 = s20 + s49,4.392232222618881e-11,1.9318355097967885e-35,3.2843828403416176e-12
688,s18 + s36 = s16 + s7,1.2289874887765447e-37,1.4862849999585466e-58,7.301782166418422e-52
689,s15 + s20 = s45 + s46,5.402266094413942e-19,2.6870322641958557e-40,1.3759603957572752e-55
690,s12 + s20 = s33 + s8,2.9789972106031917e-06,1.133917843187869e-29,5.987637399083473e-12
691,s15 + s24 = s1 + s32,1.4244507612815287e-40,2.9577892735902114e-41,2.48833793663494e-78
692,s11 + s9 = s17 + s43,5.870454047358814e-25,3.1960323643678916e-30,1.4181482492493057e-44
693,s20 + s6 = s11 + s18,2.0184172651869998e-26,6.652974654784546e-47,1.5003710895768712e-34
694,s43 + s49 = s2 + s4,8.448566177553954e-28,2.2884649251595363e-27,1.7000923175339937e-42
695,s20 + s46 = s39 + s47,9.841346965218046e-42,1.7252107373055116e-53,5.82088927395928e-55
696,s27 + s35 = s2 + s41,15285.307748934647,7.249763737362255e-16,6.44166672695361e-20
697,s27 + s41 = s11 + s12,2.35219154833965e-25,1.2277285038872457e-30,2.2410270130431763e-61
698,s3 + s40 = s18 + s48,6.741977567999021e-28,6.134728698531576e-54,3.267975424771599e-55
699,s27 + s45 = s46 + s8,2.90021407252591e-29,9.304054528790657e-31,4.676103985581989e-66
700,s27 + s28 = s2 + s8,766.7922911802151,1.449952747403957e-15,1.7624609086165126e-19
701,s22 + s40 = s4 + s8,3.015547569009644e-26,2.1769532487455472e-40,4.336702653217042e-70
702,s27 + s49 = s2 + s47,3.4171682125457784e-23,1.5668440431238569e-30,1.3114472356634797e-47
703,s3 + s36 = s17 + s49,2.522461441197988e-38,8.41008863006562e-46,4.1356492826336437e-66
704,s15 + s46 = s16 + s42,8.798112169525304e-17,3.9817328372043765e-38,1.5189154426535996e-51
705,s16 + s23 = s4 + s47,6.002523562670759,6.4914738513100296e-15,3.696180917875116e-15
706,s28 + s6 = s11 + s33,3.3872485145429456e-39,5.198352897846849e-56,1.9205571051767774e-40
707,s43 + s6 = s2 + s32,5.264618380700142e-25,5.758674207661887e-41,2.0039481265059552e-35
708,s3 + s6 = s23 + s38,4.466742298205726e-61,4.4334597137760194e-70,1.993570516539037e-69
709,s15 + s9 = s34 + s39,2.0121427675190734e-19,8.932820751009936e-41,8.225504431265755e-55
710,s20 + s37 = s16 + s43,1.8151333766173474,1.9518803760354572e-29,1.6475692262676308e-10
711,s5 + s9 = s11 + s16,3.622130661698339e-24,6.439585009575e-39,4.14711703435462e-51
712,s3 + s6 = s35 + s40,9.86115846648516e-34,2.535238861329006e-55,4.4011750544912865e-42
713,s27 + s3 = s11 + s35,8.293077199897512e-39,2.9608032750010423e-50,9.967653524990225e-68
714,s12 + s40 = s2 + s44,1.8575696456936923e-55,4.6479858659208006e-73,6.18855445613693e-73
715,s11 + s18 = s2 + s29,2.1257984580554403e-15,3.9146749859343213e-28,7.241061732842491e-26
716,s27 + s37 = s2 + s28,1.419822283633034e-13,2.646272679539976e-30,4.782568264237591e-35
717,s1 + s37 = s11 + s19,1.2194172530809365e-24,7.204940859737198e-47,5.0982263661547e-41
718,s15 + s20 = s29 + s46,4.0582219467246785e-21,2.6870322641958557e-40,1.033631549852769e-57
719,s32 + s40 = s31 + s44,2.968709348790326e-42,1.4212407193114765e-47,2.1732572848460716e-76
720,s15 + s27 = s16 + s8,1.0027395379080561e-43,3.642958942097979e-41,3.4612941638901475e-94
721,s38 + s41 = s20 + s4,2.569045668237766e-15,2.263986461367163e-30,2.1180099179231557e-42
722,s33 + s45 = s18 + s8,3.4807501759407844e-09,5.546622925498281e-27,1.0261700337274299e-19
723,s38 + s6 = s15 + s8,9.504425714899447e-32,2.1230917520552707e-49,8.517278209328734e-43
724,s32 + s33 = s4 + s44,5.241632259080263e-37,1.2539872836285462e-48,3.911870955677291e-46
725,s25 + s6 = s32 + s33,2.2579017387600248e-20,3.014795403321309e-19,1.30122311970552e-42
726,s12 + s25 = s34 + s42,5.9489990775718e-23,3.935672949749458e-29,1.7119314620431833e-43
727,s20 + s43 = s11 + s19,2.702743917844801e-25,4.320087618268801e-50,7.659541813822412e-44
728,s15 + s28 = s45 + s49,6.908302512733838e-11,1.0049869413403607e-25,1.401247122996798e-40
729,s10 + s45 = s26 + s48,1.370753969359781e-32,5.7726241594724366e-52,1.2446635546203266e-46
730,s38 + s46 = s14 + s9,1.697778781591832e-36,2.2307665816857148e-32,2.9719199731989203e-53
731,s33 + s38 = s19 + s2,1.7080212024700676e-05,5.777974077231723e-27,7.64189438143372e-12
732,s40 + s41 = s43 + s46,4.650554014825921e-19,2.5189585937956893e-40,1.0547967462913562e-53
733,s41 + s43 = s23 + s8,2.1171907157892294e-28,1.9954697766231983e-42,2.2449502163928552e-54
734,s20 + s27 = s17 + s19,3.738059375120143e-31,3.8767367550444295e-30,9.666821840601987e-60
735,s22 + s40 = s25 + s45,2.866690352201906e-24,2.1769532487455472e-40,4.1226289328370885e-68
736,s37 + s8 = s14 + s19,1.2999015530539224e-25,5.419857136535948e-44,1.741382845886461e-26
737,s41 + s9 = s43 + s6,2.5145412882715173e-24,3.010486483774213e-30,2.6028627037832643e-46
738,s20 + s41 = s21 + s6,1.1288837520292183e-14,9.055677415123636e-30,8.191748636654539e-38
739,s20 + s22 = s43 + s45,1.8591156981820094e-14,7.826165311728837e-30,8.1369886803791e-47
740,s24 + s8 = s32 + s46,2.017687424298149e-30,1.7000343153290912e-23,1.3726295008407544e-39
741,s20 + s43 = s11 + s25,1.2867689300839041e-45,5.49491445564143e-62,3.646686746617314e-64
742,s15 + s37 = s29 + s8,1.3456293237486737e-14,1.8341766591532323e-40,1.6607931025793632e-46
743,s15 + s25 = s3 + s39,1.105257074697313e-37,3.7042232465952425e-40,2.435851996828717e-89
744,s19 + s3 = s10 + s20,2.8330342802884126e-26,2.0036706568777638e-40,3.77934383738105e-23
745,s20 + s32 = s3 + s4,3.247711190968015e-12,6.160765898822807e-28,7.04633354312856e-35
746,s19 + s22 = s29 + s33,4.7424791762977396e-27,1.705346946808693e-29,1.0908864036826217e-40
747,s20 + s6 = s23 + s35,1.7181396630907978e-45,5.320771304897185e-42,1.2771626178682878e-53
748,s2 + s41 = s4 + s8,1.6102745996802037e-26,2.5385477818741535e-27,3.798606305602851e-30
749,s26 + s46 = s17 + s35,8.188559500876548e-23,1.3036239688216912e-34,2.552917323657148e-35
750,s22 + s35 = s23 + s33,1.7395361950148497e-20,1.4635466131598051e-15,1.3603830027763408e-46
751,s20 + s24 = s16 + s4,1.3985173674169011e-30,3.1475980302977947e-30,6.891343890648009e-47
752,s46 + s9 = s11 + s50,2.828102339261158e-43,8.656188085665096e-61,2.3021199443026684e-55
753,s28 + s43 = s2 + s4,5829448604.53675,2.117738533158124e-12,0.012599407322914025
754,s12 + s38 = s11 + s23,3.401709085663167e-70,6.512497828164435e-88,1.553109183876478e-80
755,s38 + s45 = s44 + s8,3.740363346091138e-29,1.9252943267278606e-39,6.661090686105878e-57
756,s15 + s27 = s1 + s16,2.7040125292802574e-18,3.642958942097979e-41,9.333812453640158e-69
757,s18 + s3 = s33 + s8,6.120928203666481e-18,8.419317442369655e-28,4.7077598365075335e-23
758,s41 + s43 = s20 + s36,2.6504610063086587e-41,2.2187315193698507e-48,2.810400104855645e-67
759,s18 + s32 = s46 + s9,3.0661328828087395e-27,1.3997153777303762e-39,6.291064081260533e-39
760,s15 + s25 = s17 + s37,7.441064056100925e-17,3.7042232465952425e-40,1.6399199023039644e-68
761,s12 + s21 = s26 + s49,1.1362976042328256e-55,2.0892385116608753e-67,9.398848429157659e-59
762,s20 + s27 = s11 + s7,4.850250694458949e-59,3.4034026864243035e-68,1.2543008186991083e-87
763,s20 + s9 = s44 + s47,1.6453947316269816e-14,2.3998964081642734e-43,8.964714326173626e-29
764,s18 + s9 = s26 + s35,2.666936003369277e-15,3.870801806462717e-28,4.427809072936582e-19
765,s14 + s27 = s18 + s2,50701642.14239721,7.249763737362169e-16,3.9752327759320847e-13
766,s21 + s27 = s14 + s2,6.4227700567220865e-15,1.9034331387180155e-35,6.58573492764161e-41
767,s40 + s8 = s33 + s47,3.897959416096735e-12,4.2959916095925275e-33,9.002484704206687e-32
768,s26 + s40 = s16 + s2,1.3433026780918088e-22,9.945765302586974e-41,2.8021819945732227e-49
769,s37 + s45 = s1 + s23,9.599724577974226e-63,7.969322893193682e-80,7.962081259580078e-81
770,s34 + s45 = s11 + s42,3.37122429903012e-42,1.2979806037860344e-48,1.4762705711404237e-64
